के,29981
में,23124
है,21858
की,18449
को,13817
से,13765
और,12376
हैं,10949
का,10884
ने,9683
कि,8996
पर,8185
भी,6852
नहीं,6109
एक,5944
इस,4880
था,4776
लिए,4723
ही,4062
कर,3931
तो,3467
किया,3431
हो,3319
कहा,3145
गया,3097
ये,3011
लेकिन,2761
भारत,2659
थे,2610
रहे,2520
करने,2449
वो,2445
बाद,2441
यह,2406
थी,2348
साथ,2151
दिया,2084
तक,2032
उन्होंने,2013
सरकार,2000
अपने,1991
रहा,1958
लोगों,1931
जो,1888
हुए,1846
कुछ,1835
रही,1645
बात,1624
कोई,1556
पहले,1547
गई,1546
जा,1469
जब,1455
साल,1452
उनके,1409
उन्हें,1396
वाले,1379
तरह,1366
कई,1366
गए,1340
करते,1313
अब,1307
देश,1305
पाकिस्तान,1253
किसी,1226
होने,1209
हम,1205
क्या,1205
लोग,1194
अपनी,1193
हुआ,1185
बहुत,1150
या,1146
हुई,1126
इसके,1120
पार्टी,1107
दी,1073
लेकर,1061
चुनाव,1049
पुलिस,1009
कहते,1002
समय,990
उनकी,988
नाम,987
जाता,977
बार,977
मोदी,974
इन,963
भारतीय,944
वह,935
कांग्रेस,931
काम,919
आप,900
मैं,897
उस,886
जाने,879
सबसे,872
बताया,867
दो,860
वे,859
फिर,852
दिन,840
बीच,824
आज,787
कश्मीर,782
यहां,754
बीजेपी,754
सकता,742
होता,740
अगर,736
ऐसे,735
सिंह,732
करना,727
दिल्ली,719
प्रधानमंत्री,718
न,715
लिया,709
पास,695
सभी,693
ऐसा,693
होगा,693
चाहिए,688
वाली,683
कम,675
हर,674
दोनों,666
राज्य,644
रूप,639
मामले,626
दौरान,625
उनका,622
शुरू,617
इसे,616
नेता,609
सकते,602
देने,599
उसके,590
वजह,590
शामिल,589
मीडिया,585
बारे,580
मंत्री,573
कोर्ट,565
इससे,562
क्योंकि,559
जारी,557
तब,555
जीवन,552
घर,551
उसे,549
कारण,548
गांधी,539
कहना,536
होती,530
जैसे,525
अपना,521
हमारे,520
तीन,519
आ,518
हमें,516
आने,501
ख़िलाफ़,496
मुझे,495
हालांकि,491
विरोध,491
सवाल,486
बीबीसी,485
सामने,481
तौर,481
अभी,478
